Type;RepoLanguage;Title-Programmer;Title-GPT;NumberOfPrompts;TokensOfPrompts;TokensOfAnswers;CodeGPT;LinesUsed;LinesGivenGPT;Usage_Ratio_y_x;Similarity_Web_y_x;String;New-Feature ;Refactor;Security ;Bug-Fix ;Energy;StringGPT;NewFeatureGPT; RefactorGPT; SecurityGPT ;Bug-Fix GPT;EnergyGPT;CodeUSED
code file;PYTHON;Security ;Refactor;2;51;501;NOREFERENCE;3;15;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
code file;PYTHON;Security ;Bug-Fix Refactor Bug-Fix;2;1265;572;PYTHON;0;1;0;0.01;0;0;0;0;0;0;0;0;1;0;0;0;0
code file;PYTHON;Security ;String;1;40;304;PYTHON;3;10;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1
code file;PYTHON;Security ;String;1;50;271;PYTHON;3;14;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1
code file;PYTHON;Security ; New-Feature;2;20;214;NOREFERENCE;6;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
code file;PYTHON;Security ;New-Feature Bug-Fix ;4;459;1013;PYTHON;6;27;0;0.01;0;0;0;0;0;0;0;0;0;0;0;0;1
code file;HTML; New-Feature  New-Feature  New-Feature  New-Feature  New-Feature  New-Feature  New-Feature  New-Feature  New-Feature  New-Feature  New-Feature  New-Feature  New-Feature  New-Feature  LLM-ChatGPT New-Feature  New-Feature  New-Feature  New-Feature  New-Feature  New-Feature  Refactor ;Energy;64;516;6237;NOREFERENCE;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0
code file;HTML;String;String;9;112;1402;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;HTML;String;String;12;153;1422;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;C;Refactor ;String;6;201;2311;C;36;54;0;0.09;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;HTML;String;String;13;580;4210;BASH;50;289;0;0.1;1;0;0;0;0;0;1;1;0;0;0;0;1
code file;PYTHON;Refactor ;String;2;81;1137;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
code file;HTML;Refactor;String;2;500;872;BASH;1;6;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;HTML;New-Feature ;Bug-Fix ;9;108;1372;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
code file;NOREFERENCE;New-Feature ;String;1;7;297;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
code file;HTML;String;Prog-language ;2;55;747;PYTHON;62;66;0;0.23;1;0;0;0;0;0;0;0;0;0;0;0;1
code file;HTML;String;Security New-Feature ;1;17;390;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
code file;HTML;Refactor ;Bug-Fix ;16;5392;5264;NOREFERENCE;77;164;0;0.2;0;0;1;0;0;0;0;0;0;0;0;0;1
code file;JAVA;Refactor ;String;10;301;4077;JAVA;121;288;0;0.33;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;C;String;String;8;135;3793;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;PYTHON;Refactor ;String;3;76;862;PYTHON;6;21;0;0.02;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;HTML;Refactor ;Security New-Feature ;1;17;390;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
code file;NOREFERENCE;New-Feature ;String;1;6;419;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
code file;HTML;Refactor ;Energy;64;516;6237;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
code file;PYTHON;String;String;29;4817;13996;PYTHON;284;704;1;1,19;1;0;0;0;0;0;1;1;0;0;0;0;1
code file;HTML;Refactor ;Energy;64;516;6237;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
code file;NOREFERENCE;New-Feature ;Refactor;1;11;188;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
code file;NOREFERENCE;New-Feature ;Refactor;1;10;251;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
code file;HTML;Bug-Fix ;String;1;41;18;NOREFERENCE;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
code file;NOREFERENCE;String;Energy;4;316;1243;SOLIDITY;10;37;0;0.01;1;0;0;0;0;0;0;0;0;0;0;1;1
code file;HTML;Refactor ;Energy;64;516;6237;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
code file;HTML;String;String;2;91;189;JAVASCRIPT;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;NOREFERENCE;New-Feature ;String;1;6;258;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
code file;BASH;Refactor  Refactor  Refactor;Prog-language;1;117;364;PHP;6;24;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
code file;BASH;Refactor  Refactor  Refactor;String;1;26;332;BASH;3;19;0;0.01;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;BASH;Refactor  Refactor  Refactor;Refactor ;1;141;376;PYTHON;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
code file;BASH;Refactor  Refactor  Refactor;Prog-language ;1;97;275;GO;8;29;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
code file;BASH;Refactor  Refactor  Refactor;String;1;12;386;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
code file;BASH;Refactor  Refactor  Refactor;Prog-language Refactor Prog-language ;1;10;602;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
code file;BASH;Refactor  Refactor  Refactor;Refactor;1;16;147;GO;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
code file;BASH;Refactor ;Security ;5;20;1519;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
code file;PYTHON;Bug-Fix ;String;2;81;589;NOREFERENCE;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
code file;PYTHON;Bug-Fix ;String;8;170;1962;NOREFERENCE;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
code file;HTML;Refactor ;Prog-language ;2;218;882;PYTHON;56;83;0;0.1;0;0;1;0;0;0;0;0;0;0;0;0;1
code file;HTML;String;String;5;8076;2399;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;HTML;String;String;5;10842;2877;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;HTML;String;String;5;10275;3049;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;HTML;String;String;5;9262;2822;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;HTML;String;String;6;11039;3523;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;HTML;String;String;5;8338;2776;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;HTML;String;String;4;6814;2510;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;HTML;String;String;5;9966;2875;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;HTML;String;String;6;11806;3983;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;HTML;String;String;5;11403;2336;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;HTML;String;String;5;7493;2649;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;HTML;String;Refactor ;1;1335;341;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
code file;HTML;String;String;23;246;4399;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;HTML;String; Security  Security;1;32;595;NOREFERENCE;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0
code file;HTML;Refactor ;Energy;64;516;6237;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
code file;HTML;New-Feature  Prog-language;New-Feature ;2;2813;1224;JAVASCRIPT;32;81;0;0.08;0;1;0;0;1;0;0;0;0;0;1;0;1
code file;HTML;New-Feature  Prog-language;New-Feature ;2;2813;1224;JAVASCRIPT;32;81;0;0.08;0;1;0;0;1;0;0;0;0;0;1;0;1
code file;HTML;Refactor ;Energy;64;516;6237;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
code file;HTML;Refactor ;Energy;64;516;6237;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
code file;HTML;String;Energy;25;1143;9961;NOREFERENCE;162;794;0;0.26;1;0;0;0;0;0;0;0;0;0;0;1;1
code file;HTML;String;Energy;25;1143;9961;YAML;162;794;0;0.26;1;0;0;0;0;0;0;0;0;0;0;1;1
code file;HTML;String;Energy;25;1143;9961;HTML;162;794;0;0.26;1;0;0;0;0;0;0;0;0;0;0;1;1
code file;HTML;String;Energy;25;1143;9961;PYTHON;162;794;0;0.26;1;0;0;0;0;0;0;0;0;0;0;1;1
code file;HTML;String;Energy;25;1143;9961;BASH;162;794;0;0.26;1;0;0;0;0;0;0;0;0;0;0;1;1
code file;HTML;String;Energy;25;1143;9961;BASH;162;794;0;0.26;1;0;0;0;0;0;0;0;0;0;0;1;1
code file;BASH;Bug-Fix ;String;1;519;199;GO;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
code file;HTML;Refactor ;Energy;64;516;6237;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
code file;HTML;Refactor ;Energy;64;516;6237;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
code file;JAVASCRIPT;Refactor ; New-Feature;4;151;886;JAVASCRIPT;16;42;0;0.01;0;0;1;0;0;0;0;0;0;0;0;0;1
code file;HTML;Refactor ;Energy;64;516;6237;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
code file;NOREFERENCE;New-Feature ;Refactor ;1;6;439;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
code file;NOREFERENCE; Bug-Fix ;String;1;27;551;NOREFERENCE;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
code file;HTML;Refactor ;New-Feature ;19;4427;11688;PYTHON;193;1180;0;0.28;0;0;1;0;0;0;0;0;0;0;0;0;1
code file;HTML;Refactor ;New-Feature ;19;4427;11688;HTML;193;1180;0;0.28;0;0;1;0;0;0;0;0;0;0;0;0;1
code file;HTML;Refactor ;New-Feature ;19;4427;11688;NOREFERENCE;193;1180;0;0.28;0;0;1;0;0;0;0;0;0;0;0;0;1
code file;HTML;Refactor ;New-Feature ;19;4427;11688;JAVASCRIPT;193;1180;0;0.28;0;0;1;0;0;0;0;0;0;0;0;0;1
code file;HTML;Refactor ;New-Feature ;19;4427;11688;VBNET;193;1180;0;0.28;0;0;1;0;0;0;0;0;0;0;0;0;1
code file;HTML;Refactor ;New-Feature ;19;4427;11688;BASH;193;1180;0;0.28;0;0;1;0;0;0;0;0;0;0;0;0;1
code file;PYTHON;String;New-Feature ;12;1796;3363;NOREFERENCE;83;103;14;0.35;1;0;0;0;0;0;0;0;0;0;0;0;1
code file;PYTHON;String;New-Feature ;12;1796;3363;HTML;83;103;14;0.35;1;0;0;0;0;0;0;0;0;0;0;0;1
code file;PYTHON;String;New-Feature ;12;1796;3363;ARDUINO;83;103;14;0.35;1;0;0;0;0;0;0;0;0;0;0;0;1
code file;PYTHON;String;New-Feature ;12;1796;3363;BASH;83;103;14;0.35;1;0;0;0;0;0;0;0;0;0;0;0;1
code file;PYTHON;String;New-Feature ;12;1796;3363;PERL;83;103;14;0.35;1;0;0;0;0;0;0;0;0;0;0;0;1
code file;PYTHON;String;New-Feature ;12;1796;3363;VBNET;83;103;14;0.35;1;0;0;0;0;0;0;0;0;0;0;0;1
code file;PYTHON;String;New-Feature ;12;1796;3363;RUST;83;103;14;0.35;1;0;0;0;0;0;0;0;0;0;0;0;1
code file;PYTHON;String;Refactor ;1;103;343;BASH;2;9;0;0.01;1;0;0;0;0;0;0;0;1;0;0;0;1
code file;PYTHON;String;Refactor ;4;2213;1178;BASH;6;21;2;0.01;1;0;0;0;0;0;0;0;1;0;0;0;1
code file;PYTHON;String;Refactor ;4;2213;1178;NOREFERENCE;6;21;2;0.01;1;0;0;0;0;0;0;0;1;0;0;0;1
code file;NOREFERENCE;Prog-language;String;20;442;7010;NOREFERENCE;44;189;0;0.06;0;0;0;0;1;0;1;1;0;0;1;0;1
code file;NOREFERENCE;Prog-language;String;20;442;7010;PYTHON;44;189;0;0.06;0;0;0;0;1;0;1;1;0;0;1;0;1
code file;NOREFERENCE;Prog-language;String;20;442;7010;BASH;44;189;0;0.06;0;0;0;0;1;0;1;1;0;0;1;0;1
code file;NOREFERENCE;Prog-language;String;20;442;7010;JAVASCRIPT;44;189;0;0.06;0;0;0;0;1;0;1;1;0;0;1;0;1
code file;NOREFERENCE;Prog-language;String;20;442;7010;BASH;44;189;0;0.06;0;0;0;0;1;0;1;1;0;0;1;0;1
code file;C;New-Feature ;String;3;138;2836;YAML;90;254;0;0.05;0;1;0;0;0;0;1;1;0;0;0;0;1
code file;C;New-Feature ;String;3;138;2836;ANDROID;90;254;0;0.05;0;1;0;0;0;0;1;1;0;0;0;0;1
code file;PYTHON;New-Feature ;LLM-ChatGPT New-Feature;11;659;3007;NOREFERENCE;4;42;0;0.01;0;1;0;0;0;0;0;0;0;0;0;0;1
code file;PYTHON;New-Feature ;LLM-ChatGPT New-Feature;11;659;3007;SQL;4;42;0;0.01;0;1;0;0;0;0;0;0;0;0;0;0;1
code file;PYTHON;New-Feature ;LLM-ChatGPT New-Feature;11;659;3007;ARDUINO;4;42;0;0.01;0;1;0;0;0;0;0;0;0;0;0;0;1
code file;PYTHON;New-Feature ;LLM-ChatGPT New-Feature;11;659;3007;MATLAB;4;42;0;0.01;0;1;0;0;0;0;0;0;0;0;0;0;1
code file;PYTHON;New-Feature ;LLM-ChatGPT New-Feature;11;659;3007;LUA;4;42;0;0.01;0;1;0;0;0;0;0;0;0;0;0;0;1
code file;PYTHON;New-Feature ;LLM-ChatGPT New-Feature;11;659;3007;JAVASCRIPT;4;42;0;0.01;0;1;0;0;0;0;0;0;0;0;0;0;1
code file;PYTHON;New-Feature ;LLM-ChatGPT New-Feature;11;659;3007;PYTHON;4;42;0;0.01;0;1;0;0;0;0;0;0;0;0;0;0;1
code file;PYTHON;New-Feature ;Bug-Fix ;11;12310;3429;NOREFERENCE;4;21;4;0.01;0;1;0;0;0;0;0;0;0;0;0;0;1
code file;PYTHON;New-Feature ;Bug-Fix ;11;12310;3429;BASH;4;21;4;0.01;0;1;0;0;0;0;0;0;0;0;0;0;1
code file;PYTHON;New-Feature ;Bug-Fix ;11;12310;3429;MATLAB;4;21;4;0.01;0;1;0;0;0;0;0;0;0;0;0;0;1
code file;PYTHON;New-Feature ;Bug-Fix ;11;12310;3429;PYTHON;4;21;4;0.01;0;1;0;0;0;0;0;0;0;0;0;0;1
code file;NOREFERENCE;Refactor ;Prog-language;24;14830;13256;BASH;165;479;0;0.87;0;0;1;0;0;0;0;0;0;0;0;0;1
code file;NOREFERENCE;Refactor ;Prog-language;24;14830;13256;NOREFERENCE;165;479;0;0.87;0;0;1;0;0;0;0;0;0;0;0;0;1
code file;HTML;String;Refactor ;1;150;191;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
code file;HTML;New-Feature ;String;1;120;432;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
code file;NOREFERENCE;Refactor ;Refactor ;4;363;1183;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
code file;HTML;Refactor ;String;1;1360;61;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
code file;JAVA;Refactor ;Prog-language ;3;330;1491;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
code file;HTML;String;String;23;246;4399;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;HTML;String; Security  Security;1;32;595;NOREFERENCE;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0
code file;HTML;Refactor  Security;String;3;46;576;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
code file;BASH;String;String;7;181;3885;PYTHON;22;307;0;0.08;1;0;0;0;0;0;1;1;0;0;0;0;1
code file;BASH;String;String;7;181;3885;HTML;22;307;0;0.08;1;0;0;0;0;0;1;1;0;0;0;0;1
code file;SQL;String;Refactor ;1;23;465;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
code file;NOREFERENCE;Bug-Fix ;String;1;658;499;NOREFERENCE;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
code file;NOREFERENCE;Refactor;String;1;9;577;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
code file;C;String; Bug-Fix ;5;579;1967;PYTHON;29;72;0;0.05;1;0;0;0;0;0;0;0;0;0;0;0;1
code file;BASH;Refactor ;Security New-Feature ;1;17;390;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
code file;NOREFERENCE;Bug-Fix ;String;4;7820;4220;NOREFERENCE;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
code file;HTML;String;Prog-language ;1;323;563;PYTHON;14;55;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
code file;HTML;String;String;8;564;5182;HTML;91;475;0;0.02;1;0;0;0;0;0;1;1;0;0;0;0;1
code file;HTML;String;String;8;564;5182;HTML;91;475;0;0.02;1;0;0;0;0;0;1;1;0;0;0;0;1
code file;HTML;String;String;8;564;5182;JAVASCRIPT;91;475;0;0.02;1;0;0;0;0;0;1;1;0;0;0;0;1
code file;JAVASCRIPT;New-Feature ;String;32;6393;23442;JAVASCRIPT;266;2065;0;0.36;0;1;0;0;0;0;1;1;0;0;0;0;1
code file;JAVASCRIPT;New-Feature ;String;32;6393;23442;HTML;266;2065;0;0.36;0;1;0;0;0;0;1;1;0;0;0;0;1
code file;JAVASCRIPT;New-Feature ;String;32;6393;23442;JAVASCRIPT;266;2065;0;0.36;0;1;0;0;0;0;1;1;0;0;0;0;1
code file;JAVASCRIPT;New-Feature ;String;32;6393;23442;HTML;266;2065;0;0.36;0;1;0;0;0;0;1;1;0;0;0;0;1
code file;JAVASCRIPT;New-Feature ;String;32;6393;23442;JAVASCRIPT;266;2065;0;0.36;0;1;0;0;0;0;1;1;0;0;0;0;1
code file;JAVASCRIPT;New-Feature ;String;32;6393;23442;JAVASCRIPT;266;2065;0;0.36;0;1;0;0;0;0;1;1;0;0;0;0;1
code file;C;Refactor ; LLM-ChatGPT New-Feature;3;2326;2371;NOREFERENCE;46;144;0;0.02;0;0;1;0;0;0;0;0;0;0;0;0;1
code file;C;Refactor ; LLM-ChatGPT New-Feature;3;2326;2371;JAVA;46;144;0;0.02;0;0;1;0;0;0;0;0;0;0;0;0;1
code file;C;Refactor ; LLM-ChatGPT New-Feature;3;2326;2371;C;46;144;0;0.02;0;0;1;0;0;0;0;0;0;0;0;0;1
code file;C;Refactor ;String;20;351;18272;JAVA;596;1601;0;0.15;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;C;Refactor ;String;20;351;18272;C;596;1601;0;0.15;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;C;Refactor ;String;20;351;18272;NOREFERENCE;596;1601;0;0.15;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;C;Refactor ;String;20;351;18272;JAVA;596;1601;0;0.15;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;C;Refactor ;String;20;351;18272;JAVA;596;1601;0;0.15;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;C;Refactor ;String;20;351;18272;JAVA;596;1601;0;0.15;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;C;Refactor ; LLM-ChatGPT String;34;11762;16623;JAVA;385;1137;0;0.2;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;C;Refactor ; LLM-ChatGPT String;34;11762;16623;C;385;1137;0;0.2;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;C;Refactor ; LLM-ChatGPT String;34;11762;16623;JAVA;385;1137;0;0.2;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;C;Refactor ; LLM-ChatGPT String;34;11762;16623;XML;385;1137;0;0.2;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;C;Refactor ; LLM-ChatGPT String;34;11762;16623;JAVA;385;1137;0;0.2;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;C;Refactor ; LLM-ChatGPT String;34;11762;16623;NOREFERENCE;385;1137;0;0.2;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;PYTHON;String;Refactor ;9;4019;8278;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
code file;HTML;String;String;1;20;250;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;BASH;Refactor ;String;3;61;1888;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
code file;HTML;String;String;19;1643;9551;JAVASCRIPT;160;880;0;0.18;1;0;0;0;0;0;1;1;0;0;0;0;1
code file;HTML;String;String;19;1643;9551;ARDUINO;160;880;0;0.18;1;0;0;0;0;0;1;1;0;0;0;0;1
code file;HTML;String;String;19;1643;9551;HTML;160;880;0;0.18;1;0;0;0;0;0;1;1;0;0;0;0;1
code file;HTML;String;String;19;1643;9551;JAVASCRIPT;160;880;0;0.18;1;0;0;0;0;0;1;1;0;0;0;0;1
code file;HTML;String;String;19;1643;9551;HTML;160;880;0;0.18;1;0;0;0;0;0;1;1;0;0;0;0;1
code file;C;New-Feature;String;10;713;4095;C;21;67;0;0.08;0;1;0;0;0;0;1;1;0;0;0;0;1
code file;C;New-Feature;String;10;713;4095;BASH;21;67;0;0.08;0;1;0;0;0;0;1;1;0;0;0;0;1
code file;C;New-Feature;String;10;713;4095;YAML;21;67;0;0.08;0;1;0;0;0;0;1;1;0;0;0;0;1
code file;C;New-Feature;String;10;713;4095;NOREFERENCE;21;67;0;0.08;0;1;0;0;0;0;1;1;0;0;0;0;1
code file;C;New-Feature;String;10;713;4095;HTML;21;67;0;0.08;0;1;0;0;0;0;1;1;0;0;0;0;1
code file;C;New-Feature;String;10;713;4095;HTML;21;67;0;0.08;0;1;0;0;0;0;1;1;0;0;0;0;1
code file;C;New-Feature;String;10;713;4095;BASH;21;67;0;0.08;0;1;0;0;0;0;1;1;0;0;0;0;1
code file;GO;New-Feature  New-Feature Refactor ;Prog-language ;1;5;560;NOREFERENCE;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
code file;PYTHON;New-Feature ;Prog-language;5;103;1897;PYTHON;14;114;0;0.07;0;1;0;0;0;0;0;0;0;0;0;0;1
code file;PYTHON;New-Feature ;Prog-language;5;103;1897;NOREFERENCE;14;114;0;0.07;0;1;0;0;0;0;0;0;0;0;0;0;1
code file;BASH;Refactor ;String;7;105;4219;NOREFERENCE;59;296;0;0.03;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;BASH;Refactor ;String;7;105;4219;PYTHON;59;296;0;0.03;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;BASH;Refactor ;String;7;105;4219;HTML;59;296;0;0.03;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;BASH;Refactor ;String;7;105;4219;JAVASCRIPT;59;296;0;0.03;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;BASH;Refactor ;String;7;105;4219;BASH;59;296;0;0.03;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;HTML;String;String;22;811;6817;NOREFERENCE;65;303;0;0.19;1;0;0;0;0;0;1;1;0;0;0;0;1
code file;HTML;String;String;22;811;6817;PYTHON;65;303;0;0.19;1;0;0;0;0;0;1;1;0;0;0;0;1
code file;HTML;String;String;22;811;6817;BASH;65;303;0;0.19;1;0;0;0;0;0;1;1;0;0;0;0;1
code file;HTML;String;String;22;811;6817;JAVASCRIPT;65;303;0;0.19;1;0;0;0;0;0;1;1;0;0;0;0;1
code file;HTML;String;String;22;811;6817;HTML;65;303;0;0.19;1;0;0;0;0;0;1;1;0;0;0;0;1
code file;HTML;String;String;22;811;6817;JAVASCRIPT;65;303;0;0.19;1;0;0;0;0;0;1;1;0;0;0;0;1
code file;HTML;String;String;22;811;6817;JAVASCRIPT;65;303;0;0.19;1;0;0;0;0;0;1;1;0;0;0;0;1
code file;HTML;Refactor LLM-ChatGPT String;String;43;2751;16879;VBA;279;1174;0;0.19;1;1;1;0;0;0;1;1;0;0;0;0;1
code file;HTML;Refactor LLM-ChatGPT String;String;43;2751;16879;JAVASCRIPT;279;1174;0;0.19;1;1;1;0;0;0;1;1;0;0;0;0;1
code file;HTML;Refactor LLM-ChatGPT String;String;43;2751;16879;NOREFERENCE;279;1174;0;0.19;1;1;1;0;0;0;1;1;0;0;0;0;1
code file;PYTHON;Bug-Fix ;New-Feature ;8;2010;2258;NOREFERENCE;14;34;5;0.07;0;0;0;0;1;0;0;0;0;0;1;0;1
code file;PYTHON;Bug-Fix ;New-Feature ;8;2010;2258;BASH;14;34;5;0.07;0;0;0;0;1;0;0;0;0;0;1;0;1
code file;PYTHON;Bug-Fix ;New-Feature ;8;2010;2258;PYTHON;14;34;5;0.07;0;0;0;0;1;0;0;0;0;0;1;0;1
code file;SQL;String;String;1;11;413;SQL;0;7;0;0.01;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;SQL;String;String;1;11;413;BASH;0;7;0;0.01;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;NOREFERENCE;New-Feature ;String;1;6;240;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
code file;HTML;Refactor ;Security New-Feature ;1;17;390;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
code file;HTML;String;String;23;246;4399;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;HTML;String; Security  Security;1;32;595;NOREFERENCE;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0
code file;PYTHON;String;New-Feature ;4;269;1077;NOREFERENCE;41;101;2;0.2;1;0;0;0;0;0;0;0;0;0;0;0;1
code file;PYTHON;String;New-Feature ;4;269;1077;BASH;41;101;2;0.2;1;0;0;0;0;0;0;0;0;0;0;0;1
code file;PYTHON;String;New-Feature ;4;269;1077;PYTHON;41;101;2;0.2;1;0;0;0;0;0;0;0;0;0;0;0;1
code file;PYTHON;String;New-Feature ;4;269;1077;BASH;41;101;2;0.2;1;0;0;0;0;0;0;0;0;0;0;0;1
code file;HTML; Bug-Fix   Bug-Fix ;Prog-language ;2;298;323;SQL;0;17;0;0.01;0;0;0;0;1;0;0;0;0;0;1;0;0
code file;HTML;Refactor ;Energy;64;516;6237;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
