@relation 'WEKA_5CATEGORIES|WITHCOLUMNCOMPARE|PULLCOMMIT-weka.filters.unsupervised.attribute.NumericToNominal-R10,13-17-weka.filters.unsupervised.attribute.Discretize-F-B5-M-1.0-R3-5,7-9,18-20-precision6-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R1,5,7,10-12,18,20-21'

@attribute langrepo {C,PYTHON,JAVASCRIPT,XML,BASH,JINJA,Blade,GO,PASCAL,JAVA,ELIXIR,RUBY,NONE}
@attribute prompts {'\'(-inf-1.5]\'','\'(1.5-3.5]\'','\'(3.5-8.5]\'','\'(8.5-20.5]\'','\'(20.5-inf)\''}
@attribute tokensprompt {'\'(-inf-244.5]\'','\'(244.5-698.5]\'','\'(698.5-1096]\'','\'(1096-3255.5]\'','\'(3255.5-inf)\''}
@attribute proglang {C,BASH,PYTHON,JAVASCRIPT,YAML,SQL,LUA,'VISUAL BASIC',SWIFT,XML,JINJA,RUBY,HCL,TEXT,ARDUINO,PASCAL,JAVA,ELIXIR,RUST,GO,MATHEMATICA,REGEX,XEF,nginx}
@attribute linesgiven {'\'(-inf-1.5]\'','\'(1.5-8.5]\'','\'(8.5-20.5]\'','\'(20.5-38.5]\'','\'(38.5-inf)\''}
@attribute similarity {'\'(-inf-0.008065]\'','\'(0.008065-0.300943]\'','\'(0.300943-0.872405]\'','\'(0.872405-0.995902]\'','\'(0.995902-inf)\''}
@attribute REFACTORING {0,1}
@attribute 'NNEW FEATURE' {0,1}
@attribute 'BUG FIXING' {0,1}
@attribute ENERGY {0,1}
@attribute SECURITY {0,1}
@attribute GIVENLINESBYUSER {'\'(-inf-0.5]\'','\'(0.5-1.5]\'','\'(1.5-19.5]\'','\'(19.5-69.5]\'','\'(69.5-inf)\''}

@data
XML,'\'(-inf-1.5]\'','\'(244.5-698.5]\'',BASH,'\'(38.5-inf)\'','\'(0.995902-inf)\'',0,0,1,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(244.5-698.5]\'',BASH,'\'(38.5-inf)\'','\'(0.872405-0.995902]\'',0,1,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(244.5-698.5]\'',BASH,'\'(38.5-inf)\'','\'(0.995902-inf)\'',0,1,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(244.5-698.5]\'',BASH,'\'(38.5-inf)\'','\'(0.872405-0.995902]\'',1,0,0,0,1,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(244.5-698.5]\'',BASH,'\'(38.5-inf)\'','\'(0.995902-inf)\'',1,1,0,1,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(244.5-698.5]\'',BASH,'\'(38.5-inf)\'','\'(0.995902-inf)\'',0,1,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(244.5-698.5]\'',BASH,'\'(38.5-inf)\'','\'(0.995902-inf)\'',0,1,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(244.5-698.5]\'',BASH,'\'(20.5-38.5]\'','\'(0.995902-inf)\'',0,1,1,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(244.5-698.5]\'',BASH,'\'(38.5-inf)\'','\'(0.872405-0.995902]\'',1,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(244.5-698.5]\'',BASH,'\'(38.5-inf)\'','\'(0.995902-inf)\'',1,0,0,1,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(244.5-698.5]\'',BASH,'\'(20.5-38.5]\'','\'(0.300943-0.872405]\'',0,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(244.5-698.5]\'',SQL,'\'(8.5-20.5]\'','\'(0.995902-inf)\'',0,1,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(244.5-698.5]\'',?,'\'(-inf-1.5]\'','\'(-inf-0.008065]\'',0,0,0,0,1,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(244.5-698.5]\'',BASH,'\'(38.5-inf)\'','\'(0.995902-inf)\'',1,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(244.5-698.5]\'',BASH,'\'(20.5-38.5]\'','\'(0.995902-inf)\'',0,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(244.5-698.5]\'',BASH,'\'(20.5-38.5]\'','\'(0.300943-0.872405]\'',0,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(244.5-698.5]\'',BASH,'\'(38.5-inf)\'','\'(0.872405-0.995902]\'',1,0,0,1,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.995902-inf)\'',0,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.300943-0.872405]\'',1,0,0,1,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.872405-0.995902]\'',0,1,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.872405-0.995902]\'',0,1,1,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(20.5-38.5]\'','\'(0.008065-0.300943]\'',0,1,0,1,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',SQL,'\'(8.5-20.5]\'','\'(0.995902-inf)\'',0,1,0,1,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',SWIFT,'\'(1.5-8.5]\'','\'(0.300943-0.872405]\'',1,1,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(20.5-38.5]\'','\'(0.300943-0.872405]\'',1,1,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',SQL,'\'(8.5-20.5]\'','\'(0.300943-0.872405]\'',1,1,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',SWIFT,'\'(1.5-8.5]\'','\'(0.995902-inf)\'',1,1,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.995902-inf)\'',0,0,0,1,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(-inf-1.5]\'','\'(-inf-0.008065]\'',0,1,0,0,1,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.995902-inf)\'',1,0,0,0,1,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.995902-inf)\'',1,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.872405-0.995902]\'',0,1,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.872405-0.995902]\'',1,0,0,0,1,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(8.5-20.5]\'','\'(0.995902-inf)\'',1,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.872405-0.995902]\'',0,0,1,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(20.5-38.5]\'','\'(0.995902-inf)\'',0,1,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.872405-0.995902]\'',0,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.300943-0.872405]\'',1,0,0,1,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(20.5-38.5]\'','\'(0.995902-inf)\'',0,0,1,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(20.5-38.5]\'','\'(0.300943-0.872405]\'',0,1,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.995902-inf)\'',1,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.995902-inf)\'',0,0,0,1,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(20.5-38.5]\'','\'(0.300943-0.872405]\'',1,0,0,1,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(20.5-38.5]\'','\'(0.995902-inf)\'',0,1,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.995902-inf)\'',1,0,0,1,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',XML,'\'(8.5-20.5]\'','\'(0.300943-0.872405]\'',0,0,0,0,1,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',XML,'\'(1.5-8.5]\'','\'(0.300943-0.872405]\'',0,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',YAML,'\'(-inf-1.5]\'','\'(-inf-0.008065]\'',0,0,0,1,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',SQL,'\'(8.5-20.5]\'','\'(0.300943-0.872405]\'',1,0,0,1,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',XML,'\'(1.5-8.5]\'','\'(-inf-0.008065]\'',1,1,0,1,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',?,'\'(-inf-1.5]\'','\'(0.995902-inf)\'',0,1,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',YAML,'\'(1.5-8.5]\'','\'(0.300943-0.872405]\'',0,0,1,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.995902-inf)\'',1,0,0,1,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.995902-inf)\'',0,1,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.995902-inf)\'',0,0,0,1,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',XML,'\'(8.5-20.5]\'','\'(0.008065-0.300943]\'',0,0,1,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',XML,'\'(1.5-8.5]\'','\'(-inf-0.008065]\'',0,0,0,1,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',YAML,'\'(-inf-1.5]\'','\'(0.995902-inf)\'',0,1,0,1,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',SQL,'\'(8.5-20.5]\'','\'(0.300943-0.872405]\'',0,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',XML,'\'(1.5-8.5]\'','\'(-inf-0.008065]\'',0,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',?,'\'(-inf-1.5]\'','\'(-inf-0.008065]\'',0,1,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',SQL,'\'(1.5-8.5]\'','\'(0.300943-0.872405]\'',1,1,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.995902-inf)\'',1,0,0,1,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.995902-inf)\'',0,1,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(20.5-38.5]\'','\'(0.995902-inf)\'',0,1,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(8.5-20.5]\'','\'(0.995902-inf)\'',1,0,0,1,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(8.5-20.5]\'','\'(0.872405-0.995902]\'',0,0,0,1,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.995902-inf)\'',0,0,1,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.995902-inf)\'',0,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.872405-0.995902]\'',1,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.872405-0.995902]\'',1,0,0,1,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.995902-inf)\'',0,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',?,'\'(-inf-1.5]\'','\'(-inf-0.008065]\'',0,0,0,0,1,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.872405-0.995902]\'',0,0,0,0,1,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',JAVASCRIPT,'\'(38.5-inf)\'','\'(0.995902-inf)\'',0,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',JAVASCRIPT,'\'(8.5-20.5]\'','\'(0.300943-0.872405]\'',0,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.995902-inf)\'',0,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.872405-0.995902]\'',1,0,0,1,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.995902-inf)\'',0,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.995902-inf)\'',0,1,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.995902-inf)\'',1,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.300943-0.872405]\'',1,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(8.5-20.5]\'','\'(0.995902-inf)\'',0,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.995902-inf)\'',0,0,0,1,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',?,'\'(-inf-1.5]\'','\'(-inf-0.008065]\'',0,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.300943-0.872405]\'',0,0,0,1,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.995902-inf)\'',0,1,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.995902-inf)\'',0,0,1,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(8.5-20.5]\'','\'(0.995902-inf)\'',1,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.872405-0.995902]\'',0,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.995902-inf)\'',0,1,0,0,1,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.872405-0.995902]\'',0,0,0,1,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.300943-0.872405]\'',0,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.995902-inf)\'',0,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',C,'\'(1.5-8.5]\'','\'(0.300943-0.872405]\'',0,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.872405-0.995902]\'',1,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.995902-inf)\'',0,1,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',?,'\'(-inf-1.5]\'','\'(-inf-0.008065]\'',0,0,1,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(20.5-38.5]\'','\'(0.995902-inf)\'',0,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.872405-0.995902]\'',0,1,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(8.5-20.5]\'','\'(0.995902-inf)\'',1,0,0,1,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.872405-0.995902]\'',0,0,0,1,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.872405-0.995902]\'',0,1,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.995902-inf)\'',1,0,0,1,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.995902-inf)\'',0,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.300943-0.872405]\'',0,0,1,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',JAVASCRIPT,'\'(8.5-20.5]\'','\'(0.872405-0.995902]\'',0,0,1,0,0,'\'(-inf-0.5]\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(20.5-38.5]\'','\'(0.008065-0.300943]\'',1,0,0,1,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(8.5-20.5]\'','\'(0.995902-inf)\'',1,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(8.5-20.5]\'','\'(0.995902-inf)\'',0,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(20.5-38.5]\'','\'(0.995902-inf)\'',0,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',BASH,'\'(38.5-inf)\'','\'(0.872405-0.995902]\'',1,0,0,0,1,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',JAVASCRIPT,'\'(20.5-38.5]\'','\'(0.300943-0.872405]\'',0,0,0,0,1,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',JAVASCRIPT,'\'(8.5-20.5]\'','\'(0.995902-inf)\'',0,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',JAVASCRIPT,'\'(8.5-20.5]\'','\'(0.995902-inf)\'',0,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(698.5-1096]\'',JAVASCRIPT,'\'(20.5-38.5]\'','\'(0.995902-inf)\'',0,0,0,1,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(1096-3255.5]\'',BASH,'\'(38.5-inf)\'','\'(0.872405-0.995902]\'',0,0,0,0,1,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(1096-3255.5]\'',BASH,'\'(38.5-inf)\'','\'(0.995902-inf)\'',0,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(1096-3255.5]\'',BASH,'\'(38.5-inf)\'','\'(0.995902-inf)\'',0,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(1096-3255.5]\'',JAVASCRIPT,'\'(20.5-38.5]\'','\'(0.995902-inf)\'',0,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(1096-3255.5]\'',JAVASCRIPT,'\'(20.5-38.5]\'','\'(0.995902-inf)\'',0,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(1096-3255.5]\'',BASH,'\'(38.5-inf)\'','\'(0.995902-inf)\'',0,1,1,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(1096-3255.5]\'',BASH,'\'(20.5-38.5]\'','\'(0.995902-inf)\'',0,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(1096-3255.5]\'',?,'\'(-inf-1.5]\'','\'(-inf-0.008065]\'',0,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(1096-3255.5]\'',BASH,'\'(38.5-inf)\'','\'(0.995902-inf)\'',0,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(1096-3255.5]\'',BASH,'\'(8.5-20.5]\'','\'(0.300943-0.872405]\'',1,0,0,1,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(1096-3255.5]\'',BASH,'\'(1.5-8.5]\'','\'(0.300943-0.872405]\'',1,0,0,1,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(1096-3255.5]\'',LUA,'\'(1.5-8.5]\'','\'(0.995902-inf)\'',1,0,0,1,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(1096-3255.5]\'','VISUAL BASIC','\'(8.5-20.5]\'','\'(0.300943-0.872405]\'',1,0,0,1,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(1096-3255.5]\'',BASH,'\'(1.5-8.5]\'','\'(0.300943-0.872405]\'',1,0,0,1,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(1096-3255.5]\'',BASH,'\'(20.5-38.5]\'','\'(0.995902-inf)\'',1,0,0,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(1096-3255.5]\'',BASH,'\'(38.5-inf)\'','\'(0.995902-inf)\'',0,1,1,0,0,'\'(69.5-inf)\''
XML,'\'(-inf-1.5]\'','\'(1096-3255.5]\'',BASH,'\'(38.5-inf)\'','\'(0.995902-inf)\'',0,1,0,0,0,'\'(69.5-inf)\''
JINJA,'\'(1.5-3.5]\'','\'(-inf-244.5]\'',LUA,'\'(8.5-20.5]\'','\'(-inf-0.008065]\'',1,0,0,0,0,'\'(0.5-1.5]\''
JINJA,'\'(1.5-3.5]\'','\'(-inf-244.5]\'',YAML,'\'(1.5-8.5]\'','\'(0.995902-inf)\'',1,0,0,0,0,'\'(0.5-1.5]\''
JINJA,'\'(1.5-3.5]\'','\'(-inf-244.5]\'',YAML,'\'(8.5-20.5]\'','\'(0.995902-inf)\'',0,1,0,0,0,'\'(0.5-1.5]\''
JINJA,'\'(1.5-3.5]\'','\'(-inf-244.5]\'',YAML,'\'(8.5-20.5]\'','\'(0.872405-0.995902]\'',0,0,0,0,0,'\'(0.5-1.5]\''
JINJA,'\'(1.5-3.5]\'','\'(-inf-244.5]\'',JINJA,'\'(1.5-8.5]\'','\'(0.995902-inf)\'',0,0,0,0,0,'\'(0.5-1.5]\''
JINJA,'\'(1.5-3.5]\'','\'(-inf-244.5]\'',BASH,'\'(38.5-inf)\'','\'(0.300943-0.872405]\'',0,0,0,0,0,'\'(0.5-1.5]\''
JINJA,'\'(1.5-3.5]\'','\'(-inf-244.5]\'',PYTHON,'\'(1.5-8.5]\'','\'(0.995902-inf)\'',1,1,0,0,0,'\'(1.5-19.5]\''
JINJA,'\'(1.5-3.5]\'','\'(-inf-244.5]\'',PYTHON,'\'(1.5-8.5]\'','\'(-inf-0.008065]\'',0,1,0,0,0,'\'(0.5-1.5]\''
JINJA,'\'(1.5-3.5]\'','\'(-inf-244.5]\'',PYTHON,'\'(1.5-8.5]\'','\'(-inf-0.008065]\'',0,1,0,0,0,'\'(0.5-1.5]\''
XML,'\'(1.5-3.5]\'','\'(-inf-244.5]\'',JAVASCRIPT,'\'(8.5-20.5]\'','\'(0.300943-0.872405]\'',0,0,0,1,0,'\'(0.5-1.5]\''
XML,'\'(1.5-3.5]\'','\'(-inf-244.5]\'',JAVASCRIPT,'\'(1.5-8.5]\'','\'(0.300943-0.872405]\'',0,0,0,1,0,'\'(19.5-69.5]\''
XML,'\'(1.5-3.5]\'','\'(-inf-244.5]\'',JAVASCRIPT,'\'(-inf-1.5]\'','\'(-inf-0.008065]\'',0,0,0,1,0,'\'(19.5-69.5]\''
XML,'\'(1.5-3.5]\'','\'(-inf-244.5]\'',JAVASCRIPT,'\'(8.5-20.5]\'','\'(0.300943-0.872405]\'',0,0,0,1,0,'\'(19.5-69.5]\''
